synthetic_person_id,source_entity,source_customer_id,tier,activity_factor,pay_sensitivity,seasonal_sensitivity,night_preference,geo_stability,lifecycle_state,scenario_id,severity,difficulty,burst_window_count
P00241,ananse,AN-C000241,Moderate,0.97536,0.959507,1.136853,0.194922,0.949518,ACTIVE,,,,2
P00242,ananse,AN-C000242,High,1.041128,1.120551,1.092871,0.06873,0.901686,ACTIVE,,,,1
P00243,ananse,AN-C000243,Moderate,1.055563,1.236309,1.05053,0.433625,0.875878,ACTIVE,,,,0
P00244,ananse,AN-C000244,Low,0.742221,1.230397,0.855688,0.659612,0.855054,ACTIVE,,,,1
P00245,ananse,AN-C000245,Moderate,1.107085,0.849641,1.141377,0.95321,0.840702,ACTIVE,,,,1
P00246,ananse,AN-C000246,Very Low,0.919217,0.934288,1.148257,0.472014,0.763459,ACTIVE,,,,0
P00247,ananse,AN-C000247,Moderate,0.752494,1.068308,1.044349,0.00026,0.92507,ACTIVE,,,,1
P00248,ananse,AN-C000248,High,0.94404,1.028715,1.022571,0.017883,0.933314,ACTIVE,,,,1
P00249,ananse,AN-C000249,Low,0.714554,0.812637,1.069059,0.804547,0.794087,ACTIVE,,,,0
P00250,ananse,AN-C000250,Low,1.414622,1.123172,0.814141,0.109101,0.936792,RAMP_UP,,,,1
P00251,ananse,AN-C000251,Moderate,0.621367,0.850592,1.064171,0.263505,0.930536,REDUCED_ACTIVITY,,,,0
P00252,ananse,AN-C000252,High,0.850544,1.06138,1.161626,0.844275,0.975708,ACTIVE,,,,0
P00253,ananse,AN-C000253,Very Low,1.095567,0.829826,0.862258,0.333412,0.781173,ACTIVE,,,,0
P00254,ananse,AN-C000254,Moderate,1.479635,1.00068,1.164412,0.742978,0.882369,RAMP_UP,,,,0
P00255,ananse,AN-C000255,Very Low,0.991567,0.860292,1.153391,0.204199,0.925313,REDUCED_ACTIVITY,,,,0
P00256,ananse,AN-C000256,Moderate,1.138685,1.220594,0.946348,0.961532,0.93258,ACTIVE,,,,0
P00257,ananse,AN-C000257,Low,0.944245,0.840083,0.812984,0.417814,0.789108,ACTIVE,,,,0
P00258,ananse,AN-C000258,Moderate,0.795839,1.10715,1.003254,0.380728,0.910023,ACTIVE,,,,0
P00259,ananse,AN-C000259,High,1.073974,0.864531,1.066792,0.753726,0.811027,ACTIVE,,,,1
P00260,ananse,AN-C000260,Moderate,1.173357,0.878111,1.092408,0.915361,0.902704,ACTIVE,,,,0
P00261,ananse,AN-C000261,Moderate,0.772297,1.213434,1.136849,0.397799,0.998211,REDUCED_ACTIVITY,,,,1
P00262,ananse,AN-C000262,Moderate,1.128867,0.781812,1.187109,0.554203,0.92552,ACTIVE,,,,1
P00263,ananse,AN-C000263,Low,1.124797,0.793491,0.803637,0.106775,0.917624,ACTIVE,,,,2
P00264,ananse,AN-C000264,Moderate,0.842582,0.940003,1.121857,0.114455,0.936948,ACTIVE,,,,1
P00265,ananse,AN-C000265,Moderate,0.915809,0.926278,0.877469,0.268548,0.878495,REDUCED_ACTIVITY,,,,0
P00266,ananse,AN-C000266,Low,0.985215,0.875254,1.12196,0.126964,0.945149,ACTIVE,,,,1
P00267,ananse,AN-C000267,Low,1.003957,0.909875,0.873584,0.379615,0.792316,REDUCED_ACTIVITY,,,,0
P00268,ananse,AN-C000268,Moderate,0.531571,1.028244,0.943277,0.320396,0.774875,ACTIVE,,,,0
P00269,ananse,AN-C000269,Low,0.995714,1.074012,0.977675,0.590873,0.788153,ACTIVE,,,,1
P00270,ananse,AN-C000270,High,0.799057,1.198714,1.113598,0.78381,0.992925,ACTIVE,,,,0
P00271,ananse,AN-C000271,Low,0.693833,1.083629,0.986884,0.178552,0.793901,ACTIVE,,,,0
P00272,ananse,AN-C000272,Very Low,0.806658,1.248223,1.038747,0.208525,0.995257,ACTIVE,,,,0
P00273,ananse,AN-C000273,Moderate,1.023829,0.831678,1.041776,0.310906,0.943826,ACTIVE,,,,1
P00274,ananse,AN-C000274,Moderate,1.198548,1.015148,0.978166,0.351126,0.791073,ACTIVE,,,,0
P00275,ananse,AN-C000275,Low,0.721117,1.137646,1.053897,0.465311,0.882635,RAMP_UP,,,,1
P00276,ananse,AN-C000276,Moderate,1.217071,0.774933,0.864949,0.736581,0.883275,ACTIVE,,,,0
P00277,ananse,AN-C000277,High,1.122577,1.226981,0.870735,0.928474,0.981919,ACTIVE,,,,1
P00278,ananse,AN-C000278,Low,1.267278,0.75549,1.088386,0.056233,0.796164,ACTIVE,,,,1
P00279,ananse,AN-C000279,Moderate,0.700526,0.94517,0.943156,0.128257,0.996756,ACTIVE,,,,1
P00280,ananse,AN-C000280,Low,1.773772,1.151831,0.98239,0.796955,0.752766,ACTIVE,,,,0
P00281,ananse,AN-C000281,High,0.755493,1.029728,0.875841,0.683912,0.90307,ACTIVE,,,,0
P00282,ananse,AN-C000282,Low,1.090154,0.894477,0.898092,0.903229,0.838425,REDUCED_ACTIVITY,,,,0
P00283,ananse,AN-C000283,Moderate,0.797995,1.028743,0.999102,0.084772,0.939326,REDUCED_ACTIVITY,,,,0
P00284,ananse,AN-C000284,Moderate,0.797954,1.017849,1.193317,0.396549,0.846713,ACTIVE,,,,0
P00285,ananse,AN-C000285,Moderate,0.926815,0.9236,0.909868,0.781954,0.822248,REDUCED_ACTIVITY,S10,Medium,Multi-event,1
P00286,ananse,AN-C000286,Moderate,1.296244,1.049236,0.957927,0.520046,0.99666,ACTIVE,,,,1
P00287,ananse,AN-C000287,Low,1.047295,1.082617,0.825723,0.811373,0.768498,ACTIVE,,,,0
P00288,ananse,AN-C000288,Low,0.674338,0.776549,1.12307,0.076508,0.865652,ACTIVE,,,,0
P00289,ananse,AN-C000289,Low,0.83606,0.831947,1.174307,0.82946,0.882375,REDUCED_ACTIVITY,,,,2
P00290,ananse,AN-C000290,Moderate,1.285977,0.906961,1.179386,0.755245,0.752033,ACTIVE,,,,2
P00291,ananse,AN-C000291,Moderate,0.759015,0.91104,0.917015,0.316417,0.860385,ACTIVE,,,,0
P00292,ananse,AN-C000292,Low,0.719225,0.968041,0.844997,0.150132,0.842392,INACTIVE,,,,1
P00293,ananse,AN-C000293,Low,1.010213,1.131075,1.168678,0.93434,0.957792,ACTIVE,,,,1
P00294,ananse,AN-C000294,Moderate,0.842581,1.011678,0.811651,0.403144,0.939713,ACTIVE,,,,0
P00295,ananse,AN-C000295,Very Low,0.92955,0.96114,0.922981,0.740434,0.870924,ACTIVE,,,,0
P00296,ananse,AN-C000296,Low,0.98316,1.22204,0.863161,0.99071,0.767066,ACTIVE,,,,1
P00297,ananse,AN-C000297,Low,1.166496,0.867067,0.881839,0.106104,0.985251,ACTIVE,,,,0
P00298,ananse,AN-C000298,Moderate,0.968852,1.078753,1.041353,0.922163,0.799124,REDUCED_ACTIVITY,,,,0
P00299,ananse,AN-C000299,Moderate,0.921122,1.069666,0.858613,0.795782,0.882835,ACTIVE,,,,1
P00300,ananse,AN-C000300,High,1.010166,1.207629,0.992188,0.437526,0.870534,REDUCED_ACTIVITY,,,,2
P00301,ananse,AN-C000301,Very High,0.939534,0.751621,0.983202,0.144166,0.921194,ACTIVE,,,,0
P00302,ananse,AN-C000302,Moderate,1.139445,0.820447,0.898551,0.179204,0.762727,ACTIVE,,,,0
P00303,ananse,AN-C000303,Very Low,1.209236,1.026167,1.180551,0.056393,0.895229,ACTIVE,,,,1
P00304,ananse,AN-C000304,Low,1.315429,1.1484,1.193326,0.052295,0.946176,ACTIVE,,,,1
P00305,ananse,AN-C000305,Very Low,1.601743,0.92493,0.929943,0.676827,0.867229,RAMP_UP,,,,2
P00306,ananse,AN-C000306,Very High,0.785612,1.197363,0.802821,0.960097,0.977406,ACTIVE,,,,0
P00307,ananse,AN-C000307,High,0.655107,1.001813,1.019487,0.274418,0.898329,REDUCED_ACTIVITY,,,,0
P00308,ananse,AN-C000308,Low,0.649745,0.983535,0.963313,0.887025,0.959621,ACTIVE,,,,0
P00309,ananse,AN-C000309,Moderate,0.771082,0.896708,0.910659,0.702182,0.834954,ACTIVE,,,,0
P00310,ananse,AN-C000310,Moderate,0.792476,1.149065,0.858705,0.525304,0.94706,ACTIVE,,,,0
P00311,ananse,AN-C000311,Very Low,1.50218,1.051965,0.824743,0.327903,0.759769,ACTIVE,,,,1
P00312,ananse,AN-C000312,Moderate,0.940836,1.177413,0.985447,0.671532,0.805364,REDUCED_ACTIVITY,,,,2
P00313,ananse,AN-C000313,High,0.992189,0.879912,0.895674,0.452686,0.878396,ACTIVE,,,,1
P00314,ananse,AN-C000314,Very Low,0.88179,0.811117,1.192228,0.766172,0.867921,ACTIVE,,,,0
P00315,ananse,AN-C000315,Low,0.785142,1.167666,0.831343,0.942017,0.872266,ACTIVE,,,,0
P00316,ananse,AN-C000316,Moderate,0.881285,1.019229,0.94684,0.439801,0.963533,ACTIVE,,,,1
P00317,ananse,AN-C000317,Low,0.957624,0.81449,1.072449,0.385892,0.870888,REDUCED_ACTIVITY,,,,1
P00318,ananse,AN-C000318,Moderate,0.873219,0.890214,1.148849,0.937144,0.847181,ACTIVE,,,,1
P00319,ananse,AN-C000319,Very Low,0.943553,0.918676,1.008887,0.46444,0.889197,ACTIVE,,,,0
P00320,ananse,AN-C000320,Moderate,1.350513,0.758795,0.930981,0.100339,0.774057,INACTIVE,,,,0
P00321,ananse,AN-C000321,Low,0.592661,0.985233,0.899467,0.131104,0.752389,ACTIVE,,,,0
P00322,ananse,AN-C000322,Low,0.595489,1.125161,1.011503,0.727972,0.936067,ACTIVE,,,,1
P00323,ananse,AN-C000323,Moderate,1.383792,0.761285,0.963192,0.560978,0.964593,INACTIVE,,,,1
P00324,ananse,AN-C000324,Moderate,1.581965,0.915384,0.819683,0.419082,0.925898,ACTIVE,,,,0
P00325,ananse,AN-C000325,Moderate,1.525596,0.849431,1.009803,0.078273,0.798276,ACTIVE,,,,0
P00326,ananse,AN-C000326,Moderate,0.8083,0.767269,1.135093,0.350245,0.873376,ACTIVE,,,,1
P00327,ananse,AN-C000327,Very Low,0.968508,1.105498,1.056877,0.361932,0.864781,REDUCED_ACTIVITY,S03,High,Contextual,0
P00328,ananse,AN-C000328,Moderate,1.089975,1.068183,0.912848,0.152081,0.943464,ACTIVE,,,,2
P00329,ananse,AN-C000329,Moderate,0.716968,0.98154,1.133663,0.373253,0.894682,ACTIVE,,,,0
P00330,ananse,AN-C000330,Very Low,1.209944,1.233298,1.040427,0.945052,0.84463,ACTIVE,,,,0
P00331,ananse,AN-C000331,Low,0.935715,0.802985,0.935622,0.914113,0.873011,ACTIVE,,,,1
P00332,ananse,AN-C000332,Low,1.05103,1.240615,1.092641,0.41774,0.996479,ACTIVE,,,,0
P00333,ananse,AN-C000333,Moderate,0.749832,1.134799,0.839607,0.488547,0.952772,ACTIVE,,,,2
P00334,ananse,AN-C000334,Moderate,1.027926,1.047248,0.821772,0.362516,0.828071,ACTIVE,,,,1
P00335,ananse,AN-C000335,Low,0.897755,1.009391,0.839435,0.880216,0.925618,INACTIVE,,,,0
P00336,ananse,AN-C000336,Low,1.07157,0.83356,0.813178,0.474637,0.791519,ACTIVE,,,,0
P00337,ananse,AN-C000337,High,1.071726,1.060734,0.961305,0.42545,0.830269,ACTIVE,,,,0
P00338,ananse,AN-C000338,Very Low,0.930683,1.229179,0.911342,0.053447,0.879005,ACTIVE,,,,0
P00339,ananse,AN-C000339,High,0.774321,1.134801,1.159678,0.674542,0.939064,ACTIVE,,,,2
P00340,ananse,AN-C000340,Very Low,1.061491,0.970547,1.068071,0.140608,0.802125,ACTIVE,,,,0
P00341,ananse,AN-C000341,Low,0.881113,1.074657,1.146384,0.176022,0.965129,ACTIVE,S14,Low,Multi-event,0
P00342,ananse,AN-C000342,High,0.746183,0.885073,0.874168,0.039409,0.853286,ACTIVE,,,,0
P00343,ananse,AN-C000343,Moderate,0.946927,1.06593,1.090718,0.634576,0.789392,ACTIVE,,,,1
P00344,ananse,AN-C000344,Low,1.080654,0.989109,0.871678,0.788858,0.942815,ACTIVE,,,,1
P00345,ananse,AN-C000345,Low,1.272258,0.991298,1.078324,0.475529,0.797834,INACTIVE,,,,1
P00346,ananse,AN-C000346,Moderate,1.428041,1.110556,1.138524,0.942966,0.832837,RAMP_UP,,,,1
P00347,ananse,AN-C000347,Very High,0.760641,1.048809,1.028919,0.668959,0.753784,ACTIVE,,,,1
P00348,ananse,AN-C000348,Very Low,1.146079,0.793265,1.126158,0.226153,0.972922,ACTIVE,,,,1
P00349,ananse,AN-C000349,Low,1.310883,0.988399,0.827693,0.515284,0.908556,ACTIVE,,,,0
P00350,ananse,AN-C000350,Moderate,0.689127,1.187217,1.146856,0.776585,0.763684,ACTIVE,,,,0
P00351,ananse,AN-C000351,Moderate,1.102552,1.0077,1.151762,0.910988,0.807631,REDUCED_ACTIVITY,,,,1
P00352,ananse,AN-C000352,Moderate,0.736015,0.9175,1.004946,0.22413,0.811542,ACTIVE,,,,1
P00353,ananse,AN-C000353,Moderate,1.035993,1.160932,0.896891,0.695043,0.985683,ACTIVE,,,,1
P00354,ananse,AN-C000354,Moderate,0.972833,0.768055,1.098296,0.703626,0.96933,ACTIVE,,,,1
P00355,ananse,AN-C000355,Moderate,1.05095,1.123506,0.986289,0.8727,0.955342,ACTIVE,,,,0
P00356,ananse,AN-C000356,Low,1.719357,1.231147,1.025184,0.705938,0.843786,REDUCED_ACTIVITY,,,,0
P00357,ananse,AN-C000357,High,1.082178,0.936808,0.938272,0.308864,0.816209,INACTIVE,S09,Medium,Multi-event,0
P00358,ananse,AN-C000358,High,1.11059,1.139989,0.956986,0.930028,0.932049,ACTIVE,,,,0
P00359,ananse,AN-C000359,Moderate,1.085352,0.90973,0.852668,0.038223,0.838153,ACTIVE,,,,0
P00360,ananse,AN-C000360,High,0.977551,1.083021,1.169355,0.974196,0.878822,ACTIVE,,,,1
P00361,ananse,AN-C000361,Low,1.482205,1.038389,0.982057,0.490732,0.886964,ACTIVE,,,,1
P00362,ananse,AN-C000362,Moderate,1.291986,1.163375,1.090244,0.578433,0.913115,ACTIVE,,,,1
P00363,ananse,AN-C000363,Very Low,0.880777,1.041676,1.124757,0.964394,0.750902,ACTIVE,,,,0
P00364,ananse,AN-C000364,Low,0.771305,1.147792,0.809543,0.595621,0.963903,REDUCED_ACTIVITY,,,,0
P00365,ananse,AN-C000365,Moderate,1.638248,1.167035,0.985769,0.83363,0.990164,ACTIVE,,,,3
P00366,ananse,AN-C000366,Low,0.606544,1.210437,1.147717,0.943368,0.782473,RAMP_UP,,,,0
P00367,ananse,AN-C000367,Low,0.696112,0.901437,1.026279,0.243376,0.884566,ACTIVE,,,,0
P00368,ananse,AN-C000368,Moderate,0.65803,1.163633,0.999923,0.12183,0.954737,ACTIVE,,,,1
P00369,ananse,AN-C000369,Moderate,1.066522,1.124392,0.941584,0.589232,0.818271,REDUCED_ACTIVITY,,,,1
P00370,ananse,AN-C000370,Low,1.481332,1.209082,0.988486,0.408281,0.793565,ACTIVE,,,,3
P00371,ananse,AN-C000371,Very Low,1.268397,1.033607,0.947163,0.582495,0.986917,ACTIVE,,,,0
P00372,ananse,AN-C000372,Moderate,1.17552,1.239959,0.838527,0.825746,0.867903,ACTIVE,,,,0
P00373,ananse,AN-C000373,Low,0.835733,1.109789,0.947665,0.116361,0.882739,REDUCED_ACTIVITY,,,,1
P00374,ananse,AN-C000374,Moderate,0.602131,1.103919,0.937116,0.200556,0.864176,ACTIVE,,,,2
P00375,ananse,AN-C000375,Low,0.667629,1.030423,1.019581,0.971364,0.753781,ACTIVE,,,,1
P00376,ananse,AN-C000376,High,1.242083,0.924019,1.057441,0.729423,0.843133,ACTIVE,,,,0
P00377,ananse,AN-C000377,Very Low,1.368627,1.214352,1.089855,0.177081,0.959859,ACTIVE,,,,0
P00378,ananse,AN-C000378,Low,1.089935,1.077727,0.908603,0.44375,0.915726,ACTIVE,,,,0
P00379,ananse,AN-C000379,High,1.039742,1.246524,1.041642,0.286737,0.912741,REDUCED_ACTIVITY,,,,1
P00380,ananse,AN-C000380,Very Low,1.002372,1.010315,0.998944,0.544234,0.987466,ACTIVE,,,,0
P00381,ananse,AN-C000381,Moderate,1.071571,0.990434,1.011062,0.114477,0.87167,RAMP_UP,,,,0
P00382,ananse,AN-C000382,High,0.886551,0.913355,1.112163,0.904712,0.857283,ACTIVE,,,,0
P00383,ananse,AN-C000383,High,0.717499,1.18181,0.908411,0.394865,0.797775,REDUCED_ACTIVITY,,,,0
P00384,ananse,AN-C000384,Low,1.320787,0.871611,0.959966,0.929331,0.838269,ACTIVE,,,,1
P00385,ananse,AN-C000385,Low,0.807581,0.999416,1.099673,0.801758,0.758038,ACTIVE,,,,0
P00386,ananse,AN-C000386,Low,1.039722,0.845584,1.193694,0.29581,0.918716,REDUCED_ACTIVITY,,,,1
P00387,ananse,AN-C000387,Low,0.891168,1.241042,0.906248,0.934198,0.805554,ACTIVE,,,,2
P00388,ananse,AN-C000388,Low,0.736603,1.129754,0.959652,0.011518,0.815319,REDUCED_ACTIVITY,,,,0
P00389,ananse,AN-C000389,High,1.21218,1.158592,1.178236,0.613661,0.868675,ACTIVE,,,,0
P00390,ananse,AN-C000390,Low,0.760171,0.995911,0.806075,0.13718,0.939997,ACTIVE,,,,1
P00391,ananse,AN-C000391,High,0.890703,0.777968,1.115505,0.632019,0.929517,ACTIVE,,,,2
P00392,ananse,AN-C000392,Low,0.864868,0.802017,1.083577,0.369117,0.979186,ACTIVE,,,,1
P00393,ananse,AN-C000393,Very Low,1.903854,0.760529,0.920482,0.602645,0.78611,ACTIVE,,,,1
P00394,ananse,AN-C000394,Low,0.805961,0.76219,0.836105,0.961194,0.956638,ACTIVE,,,,2
P00395,ananse,AN-C000395,Moderate,1.083987,0.788488,0.862895,0.698955,0.95656,RAMP_UP,,,,0
P00396,ananse,AN-C000396,Very Low,1.158297,1.222855,0.944146,0.665142,0.769894,ACTIVE,,,,0
P00397,ananse,AN-C000397,High,0.781557,1.007565,1.001367,0.547956,0.870842,INACTIVE,,,,0
P00398,ananse,AN-C000398,Low,1.333977,1.226558,1.187221,0.566784,0.799783,REDUCED_ACTIVITY,,,,0
P00399,ananse,AN-C000399,Low,0.982418,0.759012,0.907189,0.438912,0.842551,ACTIVE,,,,1
P00400,ananse,AN-C000400,High,1.045068,1.011519,0.862967,0.18176,0.926417,INACTIVE,,,,1
P00401,ananse,AN-C000401,Low,1.101456,1.174326,0.948968,0.911336,0.917803,ACTIVE,S11,Low,Cross-institution,1
P00402,ananse,AN-C000402,Moderate,0.980158,1.225333,0.855809,0.500531,0.934216,INACTIVE,,,,0
P00403,ananse,AN-C000403,Very Low,0.802536,0.83104,0.954181,0.052157,0.770489,ACTIVE,,,,1
P00404,ananse,AN-C000404,High,0.818951,0.822283,1.190223,0.338949,0.977905,ACTIVE,,,,0
P00405,ananse,AN-C000405,Low,0.788411,1.240005,0.953472,0.037715,0.947368,ACTIVE,,,,0
P00406,ananse,AN-C000406,High,1.176323,0.938274,0.984212,0.865349,0.892112,ACTIVE,,,,0
P00407,ananse,AN-C000407,Moderate,0.951339,0.982416,1.135023,0.852551,0.821272,ACTIVE,,,,0
P00408,ananse,AN-C000408,Moderate,1.140228,0.898984,1.092699,0.8579,0.951965,REDUCED_ACTIVITY,,,,0
P00409,ananse,AN-C000409,Very Low,0.858381,0.888802,0.954876,0.502261,0.960684,ACTIVE,S10,High,Detectable,0
P00410,ananse,AN-C000410,Very Low,1.130732,0.818527,1.196665,0.121977,0.851738,REDUCED_ACTIVITY,,,,0
P00411,ananse,AN-C000411,Very High,0.986855,1.064924,0.823874,0.256567,0.873961,RAMP_UP,,,,0
P00412,ananse,AN-C000412,Low,0.745449,1.186388,0.823099,0.28662,0.831464,ACTIVE,S05,Low,Detectable,1
P00413,ananse,AN-C000413,Moderate,0.946371,0.839198,0.86154,0.173945,0.77751,ACTIVE,,,,0
P00414,ananse,AN-C000414,Low,0.613582,1.073802,1.056345,0.628894,0.874349,REDUCED_ACTIVITY,,,,0
P00415,ananse,AN-C000415,High,0.788107,0.816958,0.88457,0.207783,0.756488,REDUCED_ACTIVITY,,,,1
P00416,ananse,AN-C000416,Very Low,0.764359,1.109365,0.976095,0.275247,0.92195,ACTIVE,,,,0
P00417,ananse,AN-C000417,High,1.460941,1.007999,0.904472,0.683193,0.897192,ACTIVE,,,,1
P00418,ananse,AN-C000418,Low,1.385824,1.154426,0.922638,0.336309,0.8348,ACTIVE,,,,2
P00419,ananse,AN-C000419,Moderate,0.846451,1.04516,0.919219,0.947351,0.798635,ACTIVE,S02,Medium,Contextual,0
P00420,ananse,AN-C000420,Low,0.77322,1.142211,0.89738,0.137805,0.758584,ACTIVE,,,,1
P00421,ananse,AN-C000421,Moderate,0.688582,0.789995,1.067796,0.539267,0.781468,REDUCED_ACTIVITY,,,,0
P00422,ananse,AN-C000422,Very Low,0.799603,1.003251,0.918253,0.245163,0.991256,ACTIVE,,,,0
P00423,ananse,AN-C000423,Very Low,0.913505,1.081131,0.846958,0.074684,0.851296,ACTIVE,,,,0
P00424,ananse,AN-C000424,Moderate,0.925723,1.10651,1.046058,0.126779,0.951625,ACTIVE,,,,0
P00425,ananse,AN-C000425,Very High,0.938183,1.057612,1.057602,0.480327,0.820631,ACTIVE,,,,0
P00426,ananse,AN-C000426,Moderate,1.219347,0.765286,0.970962,0.63668,0.882441,RAMP_UP,,,,0
P00427,ananse,AN-C000427,Moderate,0.928347,0.800326,0.848829,0.535287,0.87046,ACTIVE,,,,0
P00428,ananse,AN-C000428,Very Low,0.998363,0.886387,1.189094,0.083804,0.881332,ACTIVE,,,,0
P00429,ananse,AN-C000429,Low,1.093425,0.986634,0.996707,0.98344,0.783178,ACTIVE,,,,2
P00430,ananse,AN-C000430,Moderate,1.168139,1.014585,0.951932,0.04916,0.82296,ACTIVE,,,,0
P00431,ananse,AN-C000431,Very Low,0.688039,0.926115,1.150582,0.594518,0.998859,ACTIVE,,,,0
P00432,ananse,AN-C000432,Moderate,1.225868,0.855265,1.162138,0.394231,0.983277,ACTIVE,,,,0
P00433,ananse,AN-C000433,High,0.919443,0.994783,0.884094,0.142086,0.921717,INACTIVE,,,,1
P00434,ananse,AN-C000434,Moderate,0.912415,0.984342,1.015591,0.597049,0.858277,RAMP_UP,,,,0
P00435,ananse,AN-C000435,Moderate,1.320762,0.93443,0.870016,0.436997,0.757096,REDUCED_ACTIVITY,,,,0
P00436,ananse,AN-C000436,Very Low,1.324074,1.056701,1.095732,0.65154,0.922883,ACTIVE,,,,0
P00437,ananse,AN-C000437,Low,0.953263,0.873193,1.180959,0.38731,0.984555,ACTIVE,,,,2
P00438,ananse,AN-C000438,Very Low,0.710335,1.23422,0.918103,0.663056,0.842316,INACTIVE,,,,2
P00439,ananse,AN-C000439,High,1.248378,1.084542,1.022069,0.025333,0.971617,ACTIVE,,,,0
P00440,ananse,AN-C000440,High,0.797502,1.240369,0.867664,0.20905,0.914588,REDUCED_ACTIVITY,,,,1
P00441,ananse,AN-C000441,High,1.155918,0.884704,0.975254,0.217668,0.970537,ACTIVE,,,,0
P00442,ananse,AN-C000442,Moderate,0.911835,0.882085,1.020439,0.054037,0.94423,INACTIVE,,,,0
P00443,ananse,AN-C000443,High,0.719943,1.065353,0.866451,0.049768,0.997591,ACTIVE,,,,0
P00444,ananse,AN-C000444,Very Low,1.124891,0.888059,0.810935,0.2118,0.821553,ACTIVE,,,,0
P00445,ananse,AN-C000445,High,1.017567,1.216261,0.852506,0.887992,0.873457,ACTIVE,,,,1
P00446,ananse,AN-C000446,Moderate,0.814324,1.184809,1.170143,0.123102,0.921108,ACTIVE,,,,0
P00447,ananse,AN-C000447,Very High,1.093871,0.778265,0.924893,0.549133,0.949801,INACTIVE,,,,0
P00448,ananse,AN-C000448,Very High,1.036125,0.85852,1.169447,0.819161,0.790407,REDUCED_ACTIVITY,,,,1
P00449,ananse,AN-C000449,High,0.79156,0.922869,1.176763,0.090733,0.839819,INACTIVE,,,,1
P00450,ananse,AN-C000450,Low,0.892805,1.027738,0.965423,0.499567,0.976008,ACTIVE,,,,0
P00451,ananse,AN-C000451,Low,1.141489,0.96734,0.93844,0.337859,0.902291,ACTIVE,,,,1
P00452,ananse,AN-C000452,Moderate,1.555575,0.957985,1.060356,0.898714,0.807593,ACTIVE,,,,2
P00453,ananse,AN-C000453,Very Low,1.21677,0.801901,0.827443,0.233632,0.836572,REDUCED_ACTIVITY,,,,0
P00454,ananse,AN-C000454,Low,0.992719,0.89453,0.84474,0.732998,0.798468,ACTIVE,,,,1
P00455,ananse,AN-C000455,Low,1.048319,0.938574,1.191098,0.594441,0.914637,REDUCED_ACTIVITY,,,,1
P00456,ananse,AN-C000456,Moderate,1.326462,0.822054,0.968791,0.380286,0.979088,ACTIVE,,,,0
P00457,ananse,AN-C000457,Low,0.748264,0.899958,0.959828,0.401145,0.993301,ACTIVE,,,,0
P00458,ananse,AN-C000458,Moderate,0.941292,0.890037,0.900753,0.975203,0.977804,ACTIVE,,,,1
P00459,ananse,AN-C000459,Moderate,1.243973,0.793348,0.834734,0.836602,0.892682,ACTIVE,,,,0
P00460,ananse,AN-C000460,Moderate,0.746171,1.123819,0.961334,0.650901,0.809816,REDUCED_ACTIVITY,,,,1
P00461,ananse,AN-C000461,Low,0.918717,1.228358,0.837647,0.770116,0.885115,ACTIVE,,,,3
P00462,ananse,AN-C000462,Moderate,0.814207,0.902323,1.185846,0.274051,0.762059,ACTIVE,,,,1
P00463,ananse,AN-C000463,Moderate,1.418908,1.245196,0.931236,0.419574,0.913403,RAMP_UP,,,,1
P00464,ananse,AN-C000464,Moderate,1.098826,0.800783,0.807406,0.57867,0.762395,ACTIVE,,,,1
P00465,ananse,AN-C000465,Moderate,1.050947,1.057007,1.107627,0.667416,0.954553,ACTIVE,S11,Low,Contextual,0
P00466,ananse,AN-C000466,Low,1.350854,0.983366,1.065115,0.211716,0.967571,ACTIVE,,,,1
P00467,ananse,AN-C000467,Moderate,1.113874,0.969092,1.101479,0.692217,0.874448,REDUCED_ACTIVITY,,,,0
P00468,ananse,AN-C000468,Moderate,1.104525,0.913122,0.857362,0.769082,0.976323,ACTIVE,,,,1
P00469,ananse,AN-C000469,Very Low,1.3506,0.840106,1.172448,0.665986,0.991212,ACTIVE,,,,0
P00470,ananse,AN-C000470,Low,0.858645,0.897068,0.816355,0.31099,0.858463,ACTIVE,S15,Low,Multi-event,0
P00471,ananse,AN-C000471,Moderate,1.081938,1.030859,0.882003,0.181542,0.975437,ACTIVE,,,,3
P00472,ananse,AN-C000472,Very Low,1.302733,1.222602,0.821238,0.442397,0.790675,ACTIVE,,,,0
P00473,ananse,AN-C000473,Moderate,0.913649,0.78573,1.133147,0.586869,0.959682,ACTIVE,,,,0
P00474,ananse,AN-C000474,Very Low,0.969337,0.936636,0.927328,0.530856,0.919851,ACTIVE,,,,0
P00475,ananse,AN-C000475,Very Low,1.26592,1.105688,0.840279,0.456652,0.915955,ACTIVE,,,,1
P00476,ananse,AN-C000476,Moderate,0.726516,0.820283,1.165012,0.064897,0.864015,ACTIVE,,,,0
P00477,ananse,AN-C000477,High,1.318809,1.040012,0.940431,0.975315,0.96438,ACTIVE,,,,1
P00478,ananse,AN-C000478,Low,1.151512,1.039941,1.042426,0.27602,0.873107,ACTIVE,,,,0
P00479,ananse,AN-C000479,Low,1.393574,0.958525,0.836862,0.842978,0.834546,ACTIVE,,,,0
P00480,ananse,AN-C000480,Moderate,0.64255,0.889373,0.98393,0.649896,0.838848,ACTIVE,,,,0
P00481,ananse,AN-C000481,Moderate,1.328271,0.805832,0.887937,0.501355,0.869403,ACTIVE,,,,0
P00482,ananse,AN-C000482,Low,0.826363,1.097824,0.833115,0.696171,0.933578,ACTIVE,,,,0
